seed,start_dp,end_dp,band_dp,lower_z_m,upper_z_m,conductance_m3_s,pore_count,throat_count,source_count,sink_count,active_pores,spanning,final_uptake_mol_kg,t50_final_uptake_s,underutilized_particle_fraction
113117,0.0,5.0,0.5,0.00018623759425024454,0.008186237594250245,3.349787554277235e-08,2077,3878,49,229,2077,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,0.0,5.0,1.0,0.00018623759425024454,0.008186237594250245,5.8495995979899996e-08,2077,3878,282,456,2077,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,0.0,5.0,1.5,0.00018623759425024454,0.008186237594250245,8.209617142570376e-08,2077,3878,480,679,2077,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,5.0,10.0,0.5,0.008186237594250245,0.016186237594250245,4.355764984912177e-08,2216,4105,211,236,2216,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,5.0,10.0,1.0,0.008186237594250245,0.016186237594250245,5.8250359341591474e-08,2216,4105,442,446,2216,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,5.0,10.0,1.5,0.008186237594250245,0.016186237594250245,8.527158549711439e-08,2216,4105,657,668,2216,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,10.0,15.0,0.5,0.016186237594250245,0.024186237594250246,4.104856115520437e-08,2238,4159,215,229,2238,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,10.0,15.0,1.0,0.016186237594250245,0.024186237594250246,5.45119314386388e-08,2238,4159,447,443,2238,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,10.0,15.0,1.5,0.016186237594250245,0.024186237594250246,7.881596505831831e-08,2238,4159,662,671,2238,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,15.0,20.0,0.5,0.024186237594250246,0.032186237594250246,4.342887733492543e-08,2181,4046,203,210,2181,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,15.0,20.0,1.0,0.024186237594250246,0.032186237594250246,5.7082255636979926e-08,2181,4046,437,439,2181,True,0.281763344934014,1438.792407434643,0.9081081081081082
113117,15.0,20.0,1.5,0.024186237594250246,0.032186237594250246,8.599738484357424e-08,2181,4046,658,666,2181,True,0.281763344934014,1438.792407434643,0.9081081081081082
121021,0.0,5.0,0.5,0.00020490121368355494,0.008204901213683556,3.439099260321347e-08,2034,3784,44,214,2034,True,0.2685458230112915,1570.855756232908,0.92
121021,0.0,5.0,1.0,0.00020490121368355494,0.008204901213683556,5.816883344029385e-08,2034,3784,282,440,2034,True,0.2685458230112915,1570.855756232908,0.92
121021,0.0,5.0,1.5,0.00020490121368355494,0.008204901213683556,7.964181985039373e-08,2034,3784,460,660,2034,True,0.2685458230112915,1570.855756232908,0.92
121021,5.0,10.0,0.5,0.008204901213683556,0.016204901213683554,4.18976894141191e-08,2212,4092,230,227,2212,True,0.2685458230112915,1570.855756232908,0.92
121021,5.0,10.0,1.0,0.008204901213683556,0.016204901213683554,5.424638236702025e-08,2212,4092,447,431,2212,True,0.2685458230112915,1570.855756232908,0.92
121021,5.0,10.0,1.5,0.008204901213683556,0.016204901213683554,7.533372177217405e-08,2212,4092,663,668,2212,True,0.2685458230112915,1570.855756232908,0.92
121021,10.0,15.0,0.5,0.016204901213683554,0.024204901213683554,4.3203011833004156e-08,2235,4147,209,230,2235,True,0.2685458230112915,1570.855756232908,0.92
121021,10.0,15.0,1.0,0.016204901213683554,0.024204901213683554,5.7176131689194426e-08,2235,4147,455,451,2235,True,0.2685458230112915,1570.855756232908,0.92
121021,10.0,15.0,1.5,0.016204901213683554,0.024204901213683554,8.368221222916551e-08,2235,4147,674,673,2235,True,0.2685458230112915,1570.855756232908,0.92
121021,15.0,20.0,0.5,0.024204901213683554,0.03220490121368356,4.731705819575523e-08,2209,4104,205,227,2209,True,0.2685458230112915,1570.855756232908,0.92
121021,15.0,20.0,1.0,0.024204901213683554,0.03220490121368356,6.23444701270687e-08,2209,4104,428,456,2209,True,0.2685458230112915,1570.855756232908,0.92
121021,15.0,20.0,1.5,0.024204901213683554,0.03220490121368356,8.500105342361736e-08,2209,4104,642,675,2209,True,0.2685458230112915,1570.855756232908,0.92
129121,0.0,5.0,0.5,1.5879842626479186e-05,0.008015879842626479,2.7282801285812924e-08,1997,3721,27,217,1997,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,0.0,5.0,1.0,1.5879842626479186e-05,0.008015879842626479,5.534098292540759e-08,1997,3721,228,441,1997,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,0.0,5.0,1.5,1.5879842626479186e-05,0.008015879842626479,7.873838737498379e-08,1997,3721,427,674,1997,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,5.0,10.0,0.5,0.008015879842626479,0.01601587984262648,4.271117849730448e-08,2269,4207,238,230,2269,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,5.0,10.0,1.0,0.008015879842626479,0.01601587984262648,5.6285972369651607e-08,2269,4207,459,459,2269,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,5.0,10.0,1.5,0.008015879842626479,0.01601587984262648,8.374251479345292e-08,2269,4207,680,671,2269,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,10.0,15.0,0.5,0.01601587984262648,0.02401587984262648,4.22385830226528e-08,2229,4127,212,226,2229,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,10.0,15.0,1.0,0.01601587984262648,0.02401587984262648,5.4870394362840096e-08,2229,4127,442,463,2229,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,10.0,15.0,1.5,0.01601587984262648,0.02401587984262648,7.927523481280181e-08,2229,4127,659,659,2229,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,15.0,20.0,0.5,0.02401587984262648,0.03201587984262648,4.3463891115959366e-08,2251,4174,231,249,2251,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,15.0,20.0,1.0,0.02401587984262648,0.03201587984262648,5.651646903293777e-08,2251,4174,439,453,2251,True,0.226316329052256,1564.1500630764972,0.9416216216216216
129121,15.0,20.0,1.5,0.02401587984262648,0.03201587984262648,8.481917554507636e-08,2251,4174,656,681,2251,True,0.226316329052256,1564.1500630764972,0.9416216216216216
137077,0.0,5.0,0.5,8.046206015553975e-05,0.00808046206015554,2.8294367054103485e-08,2014,3745,36,222,2014,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,0.0,5.0,1.0,8.046206015553975e-05,0.00808046206015554,5.513412428436616e-08,2014,3745,237,450,2014,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,0.0,5.0,1.5,8.046206015553975e-05,0.00808046206015554,7.665560195065418e-08,2014,3745,455,647,2014,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,5.0,10.0,0.5,0.00808046206015554,0.01608046206015554,4.210390513087062e-08,2240,4147,234,225,2240,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,5.0,10.0,1.0,0.00808046206015554,0.01608046206015554,5.727848858962897e-08,2240,4147,438,448,2240,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,5.0,10.0,1.5,0.00808046206015554,0.01608046206015554,8.031964441333982e-08,2240,4147,665,651,2240,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,10.0,15.0,0.5,0.01608046206015554,0.02408046206015554,4.1630630691902183e-08,2250,4183,231,216,2250,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,10.0,15.0,1.0,0.01608046206015554,0.02408046206015554,5.482244598043919e-08,2250,4183,448,442,2250,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,10.0,15.0,1.5,0.01608046206015554,0.02408046206015554,7.982483196264385e-08,2250,4183,676,676,2250,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,15.0,20.0,0.5,0.02408046206015554,0.03208046206015554,4.234611510961335e-08,2232,4141,217,209,2232,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,15.0,20.0,1.0,0.02408046206015554,0.03208046206015554,5.468798854838128e-08,2232,4141,455,450,2232,True,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,15.0,20.0,1.5,0.02408046206015554,0.03208046206015554,7.858099636328424e-08,2232,4141,672,646,2232,True,0.2521114080676108,1433.412000714692,0.9237837837837838
145093,0.0,5.0,0.5,5.78659758515537e-06,0.008005786597585156,2.9108203827380198e-08,2009,3747,22,233,2009,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,0.0,5.0,1.0,5.78659758515537e-06,0.008005786597585156,5.895088299112166e-08,2009,3747,193,452,2009,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,0.0,5.0,1.5,5.78659758515537e-06,0.008005786597585156,8.171913238924305e-08,2009,3747,430,689,2009,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,5.0,10.0,0.5,0.008005786597585156,0.016005786597585156,4.209119185041186e-08,2216,4107,216,208,2215,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,5.0,10.0,1.0,0.008005786597585156,0.016005786597585156,5.4654196308170495e-08,2216,4107,461,443,2215,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,5.0,10.0,1.5,0.008005786597585156,0.016005786597585156,8.222739596696653e-08,2216,4107,666,647,2215,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,10.0,15.0,0.5,0.016005786597585156,0.024005786597585156,4.415669692046316e-08,2253,4187,228,255,2253,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,10.0,15.0,1.0,0.016005786597585156,0.024005786597585156,5.7212092668830965e-08,2253,4187,437,457,2253,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,10.0,15.0,1.5,0.016005786597585156,0.024005786597585156,8.688600283213223e-08,2253,4187,677,670,2253,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,15.0,20.0,0.5,0.024005786597585156,0.032005786597585156,4.364477609911966e-08,2196,4083,200,223,2196,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,15.0,20.0,1.0,0.024005786597585156,0.032005786597585156,5.556462721385477e-08,2196,4083,427,441,2196,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,15.0,20.0,1.5,0.024005786597585156,0.032005786597585156,7.97080350488075e-08,2196,4083,647,651,2196,True,0.2725654795364886,1495.9542432677065,0.9124324324324324
153133,0.0,5.0,0.5,4.49833638756245e-05,0.008044983363875624,3.186898881668215e-08,2016,3763,41,244,2016,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,0.0,5.0,1.0,4.49833638756245e-05,0.008044983363875624,5.38832380015467e-08,2016,3763,229,451,2016,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,0.0,5.0,1.5,4.49833638756245e-05,0.008044983363875624,7.339091238293128e-08,2016,3763,457,692,2016,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,5.0,10.0,0.5,0.008044983363875624,0.016044983363875626,4.225895332079722e-08,2219,4116,198,226,2218,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,5.0,10.0,1.0,0.008044983363875624,0.016044983363875626,5.4891333317976845e-08,2219,4116,418,454,2218,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,5.0,10.0,1.5,0.008044983363875624,0.016044983363875626,7.800018787509474e-08,2219,4116,649,681,2218,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,10.0,15.0,0.5,0.016044983363875626,0.024044983363875626,4.3207914273832846e-08,2226,4131,224,214,2226,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,10.0,15.0,1.0,0.016044983363875626,0.024044983363875626,5.65821253567074e-08,2226,4131,441,448,2226,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,10.0,15.0,1.5,0.016044983363875626,0.024044983363875626,8.006975979190401e-08,2226,4131,684,664,2226,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,15.0,20.0,0.5,0.024044983363875626,0.03204498336387562,4.3847965575985344e-08,2211,4110,208,213,2211,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,15.0,20.0,1.0,0.024044983363875626,0.03204498336387562,5.7679310556867844e-08,2211,4110,450,420,2211,True,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,15.0,20.0,1.5,0.024044983363875626,0.03204498336387562,8.259423310593485e-08,2211,4110,663,636,2211,True,0.2478319171685908,1566.767374887859,0.9248648648648649
161123,0.0,5.0,0.5,4.966329503142486e-05,0.008049663295031425,2.565406656975984e-08,2008,3744,26,213,2008,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,0.0,5.0,1.0,4.966329503142486e-05,0.008049663295031425,5.877189008159394e-08,2008,3744,209,437,2008,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,0.0,5.0,1.5,4.966329503142486e-05,0.008049663295031425,8.368807503624994e-08,2008,3744,452,645,2008,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,5.0,10.0,0.5,0.008049663295031425,0.016049663295031425,4.206333861376931e-08,2249,4176,224,227,2249,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,5.0,10.0,1.0,0.008049663295031425,0.016049663295031425,5.651134814061319e-08,2249,4176,449,454,2249,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,5.0,10.0,1.5,0.008049663295031425,0.016049663295031425,8.129645784920514e-08,2249,4176,676,680,2249,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,10.0,15.0,0.5,0.016049663295031425,0.024049663295031425,4.221402646449389e-08,2231,4137,227,245,2231,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,10.0,15.0,1.0,0.016049663295031425,0.024049663295031425,5.6317488885207145e-08,2231,4137,445,442,2231,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,10.0,15.0,1.5,0.016049663295031425,0.024049663295031425,8.025702273977224e-08,2231,4137,668,692,2231,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,15.0,20.0,0.5,0.024049663295031425,0.03204966329503143,4.3917645693674455e-08,2187,4053,204,214,2187,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,15.0,20.0,1.0,0.024049663295031425,0.03204966329503143,5.901387041335975e-08,2187,4053,432,436,2187,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,15.0,20.0,1.5,0.024049663295031425,0.03204966329503143,8.211547411790864e-08,2187,4053,651,644,2187,True,0.2473262503070457,1536.4124696337406,0.9302702702702704
18427,0.0,5.0,0.5,0.00016319099455640076,0.008163190994556402,3.261530266426314e-08,2041,3808,41,218,2041,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,0.0,5.0,1.0,0.00016319099455640076,0.008163190994556402,5.8432950525306364e-08,2041,3808,271,442,2041,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,0.0,5.0,1.5,0.00016319099455640076,0.008163190994556402,7.920706308985026e-08,2041,3808,461,642,2041,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,5.0,10.0,0.5,0.008163190994556402,0.0161631909945564,4.244914115389557e-08,2247,4174,219,230,2247,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,5.0,10.0,1.0,0.008163190994556402,0.0161631909945564,5.680912990311633e-08,2247,4174,453,440,2247,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,5.0,10.0,1.5,0.008163190994556402,0.0161631909945564,8.386377990037861e-08,2247,4174,678,670,2247,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,10.0,15.0,0.5,0.0161631909945564,0.0241631909945564,4.156328763409182e-08,2240,4166,210,237,2240,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,10.0,15.0,1.0,0.0161631909945564,0.0241631909945564,5.548141042697359e-08,2240,4166,439,448,2240,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,10.0,15.0,1.5,0.0161631909945564,0.0241631909945564,8.185918696075815e-08,2240,4166,667,683,2240,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,15.0,20.0,0.5,0.0241631909945564,0.032163190994556404,4.625373623610385e-08,2187,4059,195,221,2187,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,15.0,20.0,1.0,0.0241631909945564,0.032163190994556404,6.045509959404645e-08,2187,4059,440,447,2187,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,15.0,20.0,1.5,0.0241631909945564,0.032163190994556404,8.940286258100036e-08,2187,4059,641,665,2187,True,0.2843179552259188,1488.6262000931729,0.9054054054054054
27183,0.0,5.0,0.5,4.292500951935252e-05,0.008042925009519353,2.5644406428574483e-08,2016,3751,26,230,2016,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,0.0,5.0,1.0,4.292500951935252e-05,0.008042925009519353,5.7281496101458647e-08,2016,3751,213,443,2016,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,0.0,5.0,1.5,4.292500951935252e-05,0.008042925009519353,7.839503950919149e-08,2016,3751,447,671,2016,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,5.0,10.0,0.5,0.008042925009519353,0.016042925009519354,4.2301874607882846e-08,2217,4112,226,230,2217,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,5.0,10.0,1.0,0.008042925009519353,0.016042925009519354,5.4597803265754784e-08,2217,4112,444,441,2217,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,5.0,10.0,1.5,0.008042925009519353,0.016042925009519354,8.008848228280985e-08,2217,4112,662,655,2217,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,10.0,15.0,0.5,0.016042925009519354,0.024042925009519354,4.434321595659116e-08,2225,4132,228,220,2225,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,10.0,15.0,1.0,0.016042925009519354,0.024042925009519354,5.932111073284365e-08,2225,4132,443,447,2225,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,10.0,15.0,1.5,0.016042925009519354,0.024042925009519354,8.504406204456271e-08,2225,4132,654,659,2225,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,15.0,20.0,0.5,0.024042925009519354,0.03204292500951935,4.351476856331471e-08,2220,4116,219,208,2220,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,15.0,20.0,1.0,0.024042925009519354,0.03204292500951935,5.526960026229921e-08,2220,4116,435,439,2220,True,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,15.0,20.0,1.5,0.024042925009519354,0.03204292500951935,7.891711057596506e-08,2220,4116,673,644,2220,True,0.3148366297083697,1388.936035691538,0.8848648648648648
31991,0.0,5.0,0.5,6.987372641088637e-05,0.008069873726410886,3.151451947603319e-08,2059,3844,30,243,2059,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,0.0,5.0,1.0,6.987372641088637e-05,0.008069873726410886,5.648521445304001e-08,2059,3844,245,445,2059,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,0.0,5.0,1.5,6.987372641088637e-05,0.008069873726410886,7.80921189293672e-08,2059,3844,445,678,2059,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,5.0,10.0,0.5,0.008069873726410886,0.016069873726410888,4.449740318195559e-08,2206,4096,208,214,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,5.0,10.0,1.0,0.008069873726410886,0.016069873726410888,6.221492393285127e-08,2206,4096,446,440,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,5.0,10.0,1.5,0.008069873726410886,0.016069873726410888,8.645108987348042e-08,2206,4096,657,660,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,10.0,15.0,0.5,0.016069873726410888,0.02406987372641089,4.436111966693985e-08,2235,4152,237,225,2235,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,10.0,15.0,1.0,0.016069873726410888,0.02406987372641089,6.023611024612674e-08,2235,4152,455,437,2235,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,10.0,15.0,1.5,0.016069873726410888,0.02406987372641089,8.662568093946629e-08,2235,4152,678,671,2235,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,15.0,20.0,0.5,0.02406987372641089,0.03206987372641089,4.3029943326252204e-08,2206,4092,210,216,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,15.0,20.0,1.0,0.02406987372641089,0.03206987372641089,5.651255445847581e-08,2206,4092,431,441,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,15.0,20.0,1.5,0.02406987372641089,0.03206987372641089,7.822805502833831e-08,2206,4092,672,670,2206,True,0.2913050297483481,1520.31506288956,0.8956756756756756
40213,0.0,5.0,0.5,4.4890448350089165e-06,0.008004489044835009,2.449050767859958e-08,2015,3755,21,246,2015,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,0.0,5.0,1.0,4.4890448350089165e-06,0.008004489044835009,5.667876170664014e-08,2015,3755,206,444,2015,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,0.0,5.0,1.5,4.4890448350089165e-06,0.008004489044835009,8.023578644528694e-08,2015,3755,443,688,2015,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,5.0,10.0,0.5,0.008004489044835009,0.01600448904483501,4.3512265239699823e-08,2233,4143,220,227,2233,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,5.0,10.0,1.0,0.008004489044835009,0.01600448904483501,5.8455764072337515e-08,2233,4143,447,452,2233,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,5.0,10.0,1.5,0.008004489044835009,0.01600448904483501,8.596554111166856e-08,2233,4143,649,674,2233,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,10.0,15.0,0.5,0.01600448904483501,0.02400448904483501,4.0692183534226956e-08,2256,4182,227,224,2256,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,10.0,15.0,1.0,0.01600448904483501,0.02400448904483501,5.244567912997597e-08,2256,4182,473,450,2256,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,10.0,15.0,1.5,0.01600448904483501,0.02400448904483501,7.648371157709486e-08,2256,4182,663,693,2256,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,15.0,20.0,0.5,0.02400448904483501,0.03200448904483501,4.3531066231436105e-08,2237,4149,222,228,2237,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,15.0,20.0,1.0,0.02400448904483501,0.03200448904483501,5.6444823825902466e-08,2237,4149,453,455,2237,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,15.0,20.0,1.5,0.02400448904483501,0.03200448904483501,8.251265693020268e-08,2237,4149,659,674,2237,True,0.2649596669322829,1480.7849773582443,0.9162162162162162
47837,0.0,5.0,0.5,5.172076081578771e-05,0.008051720760815787,2.1917845219709403e-08,2016,3760,21,209,2016,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,0.0,5.0,1.0,5.172076081578771e-05,0.008051720760815787,5.699497138465147e-08,2016,3760,248,446,2016,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,0.0,5.0,1.5,5.172076081578771e-05,0.008051720760815787,7.67070755257219e-08,2016,3760,433,658,2016,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,5.0,10.0,0.5,0.008051720760815787,0.016051720760815787,4.175729948744514e-08,2217,4114,233,227,2217,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,5.0,10.0,1.0,0.008051720760815787,0.016051720760815787,5.448341511447187e-08,2217,4114,447,451,2217,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,5.0,10.0,1.5,0.008051720760815787,0.016051720760815787,7.481671575069351e-08,2217,4114,669,652,2217,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,10.0,15.0,0.5,0.016051720760815787,0.024051720760815787,4.1438783531370084e-08,2236,4152,215,224,2236,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,10.0,15.0,1.0,0.016051720760815787,0.024051720760815787,5.424704679417899e-08,2236,4152,447,460,2236,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,10.0,15.0,1.5,0.016051720760815787,0.024051720760815787,7.558539365787611e-08,2236,4152,652,689,2236,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,15.0,20.0,0.5,0.024051720760815787,0.03205172076081579,4.623818230158787e-08,2186,4055,207,204,2186,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,15.0,20.0,1.0,0.024051720760815787,0.03205172076081579,6.085033384563316e-08,2186,4055,444,446,2186,True,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,15.0,20.0,1.5,0.024051720760815787,0.03205172076081579,8.839426442307191e-08,2186,4055,660,644,2186,True,0.2643349040834956,1430.302416209599,0.9162162162162162
52691,0.0,5.0,0.5,3.77425348078937e-07,0.00800037742534808,2.465751395886854e-08,2002,3731,25,220,2002,True,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,0.0,5.0,1.0,3.77425348078937e-07,0.00800037742534808,5.4295811343330274e-08,2002,3731,208,437,2002,True,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,0.0,5.0,1.5,3.77425348078937e-07,0.00800037742534808,7.587027567012897e-08,2002,3731,434,650,2002,True,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,5.0,10.0,0.5,0.00800037742534808,0.01600037742534808,4.260626746648387e-08,2233,4143,233,205,2233,True,0.2757138322879656,1441.8375800542435,0.9086486486486488
