seed,source,sink_start_dp,conductance_m3_s,spanning,source_count,final_uptake_mol_kg,t50_final_uptake_s,underutilized_particle_fraction
137077,hull_inlet,7,2.018837694995639e-08,True,22,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,hull_inlet,10,1.5121522812636876e-08,True,22,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,full_1dp_band,3,7.894644035232222e-08,True,237,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,full_1dp_band,4,5.513412428436616e-08,True,237,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,full_1dp_band,5,4.200621135965284e-08,True,237,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,full_1dp_band,7,2.868142163108799e-08,True,237,0.2521114080676108,1433.412000714692,0.9237837837837838
137077,full_1dp_band,10,1.9439825120073383e-08,True,237,0.2521114080676108,1433.412000714692,0.9237837837837838
145093,hull_inlet,3,4.405270358067927e-08,True,21,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,hull_inlet,4,3.544715800672296e-08,True,21,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,hull_inlet,5,2.9566098035330253e-08,True,21,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,hull_inlet,7,2.197470489855472e-08,True,21,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,hull_inlet,10,1.615564114756634e-08,True,21,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,full_1dp_band,3,8.427162982431987e-08,True,193,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,full_1dp_band,4,5.895088299112166e-08,True,193,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,full_1dp_band,5,4.451408288579528e-08,True,193,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,full_1dp_band,7,2.9280732062861098e-08,True,193,0.2725654795364886,1495.9542432677065,0.9124324324324324
145093,full_1dp_band,10,1.9785868099920784e-08,True,193,0.2725654795364886,1495.9542432677065,0.9124324324324324
153133,hull_inlet,3,3.976645460363872e-08,True,18,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,hull_inlet,4,3.1554997835349626e-08,True,18,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,hull_inlet,5,2.7071586736029656e-08,True,18,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,hull_inlet,7,2.09267682057868e-08,True,18,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,hull_inlet,10,1.537320391507459e-08,True,18,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,full_1dp_band,3,7.870166855345843e-08,True,229,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,full_1dp_band,4,5.38832380015467e-08,True,229,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,full_1dp_band,5,4.204578893935207e-08,True,229,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,full_1dp_band,7,2.887070739249854e-08,True,229,0.2478319171685908,1566.767374887859,0.9248648648648649
153133,full_1dp_band,10,1.9269479588086613e-08,True,229,0.2478319171685908,1566.767374887859,0.9248648648648649
161123,hull_inlet,3,3.987618900838032e-08,True,18,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,hull_inlet,4,3.255365454408173e-08,True,18,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,hull_inlet,5,2.8235182071593593e-08,True,18,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,hull_inlet,7,2.1231192150733164e-08,True,18,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,hull_inlet,10,1.582822798782124e-08,True,18,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,full_1dp_band,3,8.485759810845394e-08,True,209,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,full_1dp_band,4,5.877189008159394e-08,True,209,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,full_1dp_band,5,4.595412126066848e-08,True,209,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,full_1dp_band,7,2.9988373457916685e-08,True,209,0.2473262503070457,1536.4124696337406,0.9302702702702704
161123,full_1dp_band,10,2.023128726809906e-08,True,209,0.2473262503070457,1536.4124696337406,0.9302702702702704
18427,hull_inlet,3,4.440163515331769e-08,True,20,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,hull_inlet,4,3.5774994956551474e-08,True,20,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,hull_inlet,5,2.981448967699442e-08,True,20,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,hull_inlet,7,2.2587143418974837e-08,True,20,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,hull_inlet,10,1.6307703338206284e-08,True,20,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,full_1dp_band,3,8.527791884978143e-08,True,271,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,full_1dp_band,4,5.8432950525306364e-08,True,271,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,full_1dp_band,5,4.417367683232797e-08,True,271,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,full_1dp_band,7,3.001876457528463e-08,True,271,0.2843179552259188,1488.6262000931729,0.9054054054054054
18427,full_1dp_band,10,1.986002425883749e-08,True,271,0.2843179552259188,1488.6262000931729,0.9054054054054054
27183,hull_inlet,3,4.994636321150578e-08,True,23,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,hull_inlet,4,3.948283290570465e-08,True,23,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,hull_inlet,5,3.276442040731926e-08,True,23,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,hull_inlet,7,2.365568790113447e-08,True,23,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,hull_inlet,10,1.7206406117862913e-08,True,23,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,full_1dp_band,3,8.000399944006914e-08,True,213,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,full_1dp_band,4,5.7281496101458647e-08,True,213,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,full_1dp_band,5,4.426850025565507e-08,True,213,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,full_1dp_band,7,2.911381326474465e-08,True,213,0.3148366297083697,1388.936035691538,0.8848648648648648
27183,full_1dp_band,10,1.9924501803593466e-08,True,213,0.3148366297083697,1388.936035691538,0.8848648648648648
31991,hull_inlet,3,4.7865766617538004e-08,True,20,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,hull_inlet,4,3.720070821438461e-08,True,20,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,hull_inlet,5,3.046585875763727e-08,True,20,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,hull_inlet,7,2.3150950066104152e-08,True,20,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,hull_inlet,10,1.696589601095314e-08,True,20,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,full_1dp_band,3,8.438670293808685e-08,True,245,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,full_1dp_band,4,5.648521445304001e-08,True,245,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,full_1dp_band,5,4.236354100330253e-08,True,245,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,full_1dp_band,7,2.9450080435092438e-08,True,245,0.2913050297483481,1520.31506288956,0.8956756756756756
31991,full_1dp_band,10,2.012410541548791e-08,True,245,0.2913050297483481,1520.31506288956,0.8956756756756756
40213,hull_inlet,3,4.312410664415624e-08,True,19,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,hull_inlet,4,3.472500836623684e-08,True,19,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,hull_inlet,5,2.8921840128436097e-08,True,19,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,hull_inlet,7,2.1723215779537737e-08,True,19,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,hull_inlet,10,1.6167888290931724e-08,True,19,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,full_1dp_band,3,8.111770599211799e-08,True,206,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,full_1dp_band,4,5.667876170664014e-08,True,206,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,full_1dp_band,5,4.317574436429774e-08,True,206,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,full_1dp_band,7,2.9012701065367565e-08,True,206,0.2649596669322829,1480.7849773582443,0.9162162162162162
40213,full_1dp_band,10,1.988783680870967e-08,True,206,0.2649596669322829,1480.7849773582443,0.9162162162162162
47837,hull_inlet,3,4.10321957657021e-08,True,20,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,hull_inlet,4,3.3845463790501844e-08,True,20,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,hull_inlet,5,2.8580897726832388e-08,True,20,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,hull_inlet,7,2.1247752563071842e-08,True,20,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,hull_inlet,10,1.5884654840628427e-08,True,20,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,full_1dp_band,3,7.956535783389615e-08,True,248,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,full_1dp_band,4,5.699497138465147e-08,True,248,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,full_1dp_band,5,4.3713845922422344e-08,True,248,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,full_1dp_band,7,2.8702747725459914e-08,True,248,0.2643349040834956,1430.302416209599,0.9162162162162162
47837,full_1dp_band,10,1.9717162306509797e-08,True,248,0.2643349040834956,1430.302416209599,0.9162162162162162
52691,hull_inlet,3,4.302726023383471e-08,True,22,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,hull_inlet,4,3.4268799210535266e-08,True,22,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,hull_inlet,5,2.9360562199718994e-08,True,22,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,hull_inlet,7,2.199998896257986e-08,True,22,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,hull_inlet,10,1.623152184971726e-08,True,22,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,full_1dp_band,3,7.97170505435628e-08,True,208,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,full_1dp_band,4,5.4295811343330274e-08,True,208,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,full_1dp_band,5,4.346647863164945e-08,True,208,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,full_1dp_band,7,2.9014088855819335e-08,True,208,0.2757138322879656,1441.8375800542435,0.9086486486486488
52691,full_1dp_band,10,1.9766786781433295e-08,True,208,0.2757138322879656,1441.8375800542435,0.9086486486486488
61417,hull_inlet,3,3.3644844850842515e-08,True,17,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,hull_inlet,4,2.79105352192538e-08,True,17,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,hull_inlet,5,2.425067118112511e-08,True,17,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,hull_inlet,7,1.922520219169417e-08,True,17,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,hull_inlet,10,1.4488970479045974e-08,True,17,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,full_1dp_band,3,8.352593215989991e-08,True,283,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,full_1dp_band,4,5.754973409022327e-08,True,283,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,full_1dp_band,5,4.400391370575533e-08,True,283,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,full_1dp_band,7,2.9963540886044686e-08,True,283,0.2149245541232466,1572.3071897876075,0.9524324324324324
61417,full_1dp_band,10,1.9862098830182445e-08,True,283,0.2149245541232466,1572.3071897876075,0.9524324324324324
69371,hull_inlet,3,4.5817001244876526e-08,True,22,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,hull_inlet,4,3.612787809778841e-08,True,22,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,hull_inlet,5,2.983968262662835e-08,True,22,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,hull_inlet,7,2.2386659869012606e-08,True,22,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,hull_inlet,10,1.62846750102174e-08,True,22,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,full_1dp_band,3,8.041912695708276e-08,True,260,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,full_1dp_band,4,5.500736784720973e-08,True,260,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,full_1dp_band,5,4.168017712146722e-08,True,260,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,full_1dp_band,7,2.8495562185416176e-08,True,260,0.2878364645639539,1477.3436586980813,0.8994594594594595
69371,full_1dp_band,10,1.929725964895208e-08,True,260,0.2878364645639539,1477.3436586980813,0.8994594594594595
74167,hull_inlet,3,3.702776024517479e-08,True,19,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,hull_inlet,4,3.024614797886822e-08,True,19,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,hull_inlet,5,2.5953161968330245e-08,True,19,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,hull_inlet,7,2.0294644549744132e-08,True,19,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,hull_inlet,10,1.511632405544545e-08,True,19,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,full_1dp_band,3,7.805155404834488e-08,True,224,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,full_1dp_band,4,5.347377531594354e-08,True,224,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,full_1dp_band,5,4.1438083314767264e-08,True,224,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,full_1dp_band,7,2.8687180724961036e-08,True,224,0.2448765184284501,1504.4150672906885,0.931891891891892
74167,full_1dp_band,10,1.9331353191570258e-08,True,224,0.2448765184284501,1504.4150672906885,0.931891891891892
81929,hull_inlet,3,3.8602263525001256e-08,True,19,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,hull_inlet,4,3.125214576220598e-08,True,19,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,hull_inlet,5,2.678100229777201e-08,True,19,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,hull_inlet,7,2.066985212473761e-08,True,19,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,hull_inlet,10,1.5407253521275155e-08,True,19,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,full_1dp_band,3,8.165413643423548e-08,True,203,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,full_1dp_band,4,5.6880544015566525e-08,True,203,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,full_1dp_band,5,4.3583717512684844e-08,True,203,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,full_1dp_band,7,2.9460181860865037e-08,True,203,0.2485817652085521,1491.0752252305024,0.927027027027027
81929,full_1dp_band,10,1.982714767876535e-08,True,203,0.2485817652085521,1491.0752252305024,0.927027027027027
90709,hull_inlet,3,4.932915229480503e-08,True,20,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,hull_inlet,4,3.78546268346325e-08,True,20,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,hull_inlet,5,3.147718635030805e-08,True,20,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,hull_inlet,7,2.371559636542196e-08,True,20,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,hull_inlet,10,1.6920390554651193e-08,True,20,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,full_1dp_band,3,8.41560222878567e-08,True,241,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,full_1dp_band,4,5.679971307467252e-08,True,241,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,full_1dp_band,5,4.381112493921178e-08,True,241,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,full_1dp_band,7,3.0150703520920397e-08,True,241,0.2847758578739309,1576.896374403323,0.8983783783783784
90709,full_1dp_band,10,1.9965565607072072e-08,True,241,0.2847758578739309,1576.896374403323,0.8983783783783784
98251,hull_inlet,3,5.0261609762068305e-08,True,20,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,hull_inlet,4,3.8822084625247503e-08,True,20,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,hull_inlet,5,3.235300975344559e-08,True,20,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,hull_inlet,7,2.3812666276868484e-08,True,20,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,hull_inlet,10,1.7313005112402055e-08,True,20,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,full_1dp_band,3,8.197511336460902e-08,True,208,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,full_1dp_band,4,5.617552316522834e-08,True,208,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,full_1dp_band,5,4.3586554263462076e-08,True,208,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,full_1dp_band,7,2.939899972159102e-08,True,208,0.3129742683579579,1418.4416945544883,0.8783783783783784
98251,full_1dp_band,10,2.008448918329914e-08,True,208,0.3129742683579579,1418.4416945544883,0.8783783783783784
