seed,case_qa_pass,solver_success,physical_bounds_ok_metadata,completed_to_t_end,mass_balance_ok,timeseries_mean_bounds_ok,uptake_monotonic_ok,practical_equilibrium_reached,error,atol,axial_loading_bin_cv,axial_loading_bottom_minus_top_over_mean,b_pa,diffusivity,end_adsorption_rate_mol_s,end_relative_uptake_rate_per_s,final_adsorbed_inventory_mol,final_gas_inventory_mol,final_mean_gas_concentration_mol_m3,final_relative_mass_balance_error,final_reservoir_input_mol,final_time_s,final_total_inventory_mol,final_uptake_mol_kg,initial_concentration,initial_loading,inlet_concentration,inlet_equilibrium_loading_mol_kg,k_ldf,late_uptake_fraction,max_step,maximum_absolute_mass_balance_residual_mol,maximum_adsorption_rate_mol_s,maximum_relative_mass_balance_error,metadata_file,minimum_mean_gas_concentration_mol_m3,minimum_mean_loading_mol_kg,mode,network_analytic_porosity,network_degree_cv,network_directory,network_geometric_tortuosity,network_inlet_pores,network_largest_component_fraction,network_mean_degree,network_mean_pore_volume_m3,network_mean_throat_length_m,network_mean_throat_radius_m,network_median_pore_volume_m3,network_median_throat_radius_m,network_minimum_throat_radius_m,network_outlet_pores,network_pore_count,network_pore_volume_cv,network_ready_for_transport,network_shortest_inlet_outlet_path_m,network_throat_count,network_throat_radius_p10_m,network_total_pore_volume_m3,normalized_uptake_auc,particle_count,particle_density,particle_loading_cv,particle_loading_max_mol_kg,particle_loading_mean_unweighted_mol_kg,particle_loading_min_mol_kg,particle_loading_std_mol_kg,pore_count,qsat,result_directory,rhs_evaluations,rtol,t10_final_uptake_s,t50_final_uptake_s,t90_final_uptake_s,t95_final_uptake_s,t_end,temperature,throat_count,time_of_maximum_rate_s,toth_exponent,underutilized_loading_threshold_mol_kg,underutilized_particle_fraction
31991,True,True,True,True,True,True,True,False,,1e-10,1.7840695653242995,5.331824809900504,5.093e-05,1.5e-05,2.2323332618115662e-07,0.00012071486850257149,0.0018492612297912685,1.847117303864997e-06,0.5730222275092589,3.022234338040985e-14,0.0018511083470950777,5000.0,0.0018511083470951336,0.2913050297483481,0.0,0.0,6.05,2.309036967044178,0.00855,0.060968977556148204,,5.594483210025203e-17,2.345622112827178e-06,3.022234338040985e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_31991/run_metadata.json,0.0,0.0,adsorption,0.4486273931922884,0.09858200127362848,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_31991,1.0289870980498634,20,1.0,3.856263269639066,3.4219377549878024e-10,0.0006817533719923201,0.00028596132648081634,2.46913909868369e-10,0.0002788533178200726,0.00012323697456596199,25,9420,1.031264615856174,True,0.0366395433287718,18163,0.0001396438325035616,3.22346536519851e-06,0.6321539661638331,1850,1600.0,1.8142617830780305,2.269098259782681,0.291305029748348,2.1638697900922707e-08,0.5285035826908365,9420,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_31991,753,1e-06,100.80962002359497,1520.31506288956,4190.281727169473,4588.63572324,5000.0,298.15,18163,0.6017880726892569,1.0,1.154518483522089,0.8956756756756756
40213,True,True,True,True,True,True,True,False,,1e-10,1.78862238041115,5.431310515287757,5.093e-05,1.5e-05,2.0369120001884548e-07,0.00012109946270327665,0.0016820157205646635,1.6861905369969728e-06,0.5337051005979536,9.015153047409339e-16,0.001683701911101659,5000.0,0.0016837019111016606,0.26495966693228296,0.0,0.0,6.05,2.309036967044178,0.00855,0.061077980475235306,,3.903127820947816e-18,2.254638208356056e-06,3.567682745484548e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_40213/run_metadata.json,0.0,0.0,adsorption,0.4436563661721765,0.10187377279491239,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_40213,1.1331850737613525,19,1.0,3.8512590695689286,3.3711107027461895e-10,0.0006773932067395516,0.0002828064818544333,2.4635574789053735e-10,0.00027393281868995617,0.0001233039946272297,9,9372,1.0220391258355814,True,0.038840291228939644,18047,0.00014123161796455753,3.159404950613729e-06,0.6360753763502726,1850,1600.0,1.884405876851406,2.2627075236454988,0.2649596669322829,3.640397466784415e-08,0.499291553495785,9372,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_40213,737,1e-06,94.64422188391313,1480.7849773582443,4190.332724158113,4589.537709061968,5000.0,298.15,18047,0.6017880726892569,1.0,1.154518483522089,0.9162162162162162
47837,True,True,True,True,True,True,True,False,,1e-10,1.8210502434246982,5.49842010409133,5.093e-05,1.5e-05,2.0072915471118498e-07,0.0001196205131462743,0.0016780496039649107,1.6959933020038457e-06,0.5293419602976511,2.7346687330871225e-12,0.001679745597262321,5000.0,0.0016797455972669146,0.2643349040834956,0.0,0.0,6.05,2.309036967044178,0.00855,0.0603172176842222,,4.593547764386585e-15,2.4009840333709263e-06,2.888713433614467e-12,co2_adsorption_campaign_finite_inlet_5000s/seed_47837/run_metadata.json,0.0,0.0,adsorption,0.4470947964020088,0.09920694781010529,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_47837,1.1296619362305838,20,1.0,3.853830537450582,3.4234056581853654e-10,0.0006798700833304498,0.00028325292775321963,2.4798038359313356e-10,0.000276086855336134,0.00012332910937292384,15,9359,1.0592402492925843,True,0.03834474990766009,18034,0.0001396536368734638,3.2039653554956836e-06,0.6418294943698392,1850,1600.0,1.8949081109198067,2.2571720873156464,0.2643349040834954,3.619593446655895e-08,0.5008903537470246,9359,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_47837,728,1e-06,87.3891606572209,1430.302416209599,4180.08335128279,4584.47079445596,5000.0,298.15,18034,0.6017880726892569,1.0,1.154518483522089,0.9162162162162162
52691,True,True,True,True,True,True,True,False,,1e-10,1.8199045490548125,5.510302624032561,5.093e-05,1.5e-05,2.0789668678439078e-07,0.0001187787449252461,0.001750285262866108,1.7828363075738007e-06,0.5546259206193194,1.3737644239130809e-14,0.0017520680991736579,5000.0,0.001752068099173682,0.2757138322879656,0.0,0.0,6.05,2.309036967044178,0.00855,0.05994038998745216,,2.4069288229178198e-17,2.3711158558138073e-06,1.4100421236609876e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_52691/run_metadata.json,0.0,0.0,adsorption,0.4479874483615318,0.0988661983478699,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_52691,1.0875143867517387,22,1.0,3.855689764780674,3.4058956220024487e-10,0.000678201944649265,0.00028617528780992043,2.46624841375956e-10,0.00027855800447007496,0.00012330254670419162,15,9438,1.0412460170855835,True,0.03736613350419295,18195,0.00014053955968155622,3.214484288045911e-06,0.6405693319254494,1850,1600.0,1.8684278298504815,2.267646015548403,0.2757138322879657,3.339726655628558e-08,0.5151513973215633,9438,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_52691,730,1e-06,92.50455693899767,1441.8375800542435,4175.873847920628,4581.802731913854,5000.0,298.15,18195,0.6017880726892569,1.0,1.154518483522089,0.9086486486486487
61417,True,True,True,True,True,True,True,False,,1e-10,1.8504713312835346,5.686765693845291,5.093e-05,1.5e-05,1.7750001144255985e-07,0.00013009543859968895,0.0013643830510363815,1.3379660395224553e-06,0.41870818456383563,1.2543113938414762e-14,0.001365721017075921,5000.0,0.001365721017075904,0.2149245541232466,0.0,0.0,6.05,2.309036967044178,0.00855,0.0654909986706193,,1.713039432527097e-17,1.9521453824322257e-06,1.2543113938414762e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_61417/run_metadata.json,0.0,0.0,adsorption,0.446556851549834,0.09916435732158885,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_61417,1.1152928181920974,17,1.0,3.8536689419795223,3.4081291303408e-10,0.0006807116742019985,0.00028522935650830927,2.493449470758385e-10,0.0002781336487940589,0.00012325758260163435,20,9376,1.0329804439502444,True,0.03908665871394661,18066,0.00014158465751717254,3.1954618726075343e-06,0.6259656682516493,1850,1600.0,1.987406010209854,2.261518762906066,0.21492455412324665,1.634606773128525e-08,0.4271423506062135,9376,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_61417,705,1e-06,89.19013294108926,1572.3071897876075,4242.111556768551,4617.091730469341,5000.0,298.15,18066,0.6017880726892569,1.0,1.154518483522089,0.9524324324324325
69371,True,True,True,True,True,True,True,False,,1e-10,1.7952871917033666,5.4477024806531675,5.093e-05,1.5e-05,2.1690569531195604e-07,0.00011870659900773608,0.0018272421004818808,1.8680027511561974e-06,0.5906522142166512,9.483975146770021e-16,0.0018291101032330353,5000.0,0.001829110103233037,0.2878364645639539,0.0,0.0,6.05,2.309036967044178,0.00855,0.05995227707308477,,6.071532165918825e-18,2.4313959461600914e-06,4.091970903515371e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_69371/run_metadata.json,0.0,0.0,adsorption,0.44397080151578033,0.100233879016089,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_69371,1.087838198248849,22,1.0,3.854002134471718,3.375251074986314e-10,0.0006802444761834221,0.00027889460247203023,2.431318720730488e-10,0.00027306120492810845,0.000123317638786007,10,9370,1.0761258139449617,True,0.03691755055018001,18056,0.00013879122588858158,3.1626102572621764e-06,0.6373754262669711,1850,1600.0,1.8359606000707467,2.2648659494610186,0.28783646456395373,2.1586616868550006e-08,0.5284564082030787,9370,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_69371,724,1e-06,94.81199801890021,1477.3436586980813,4176.879939909605,4581.78872163054,5000.0,298.15,18056,0.6017880726892569,1.0,1.154518483522089,0.8994594594594595
74167,True,True,True,True,True,True,True,False,,1e-10,1.9035813964027992,5.716776123959743,5.093e-05,1.5e-05,1.924653630865088e-07,0.0001238098393317061,0.001554523970997682,1.531757561240878e-06,0.47924367995813394,9.057919959823414e-15,0.001556055728558937,5000.0,0.0015560557285589228,0.24487651842845012,0.0,0.0,6.05,2.309036967044178,0.00855,0.06241422444603186,,1.5612511283791264e-17,2.135804654032487e-06,1.0418733430664545e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_74167/run_metadata.json,0.0,0.0,adsorption,0.44682474343937717,0.10052009786735501,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_74167,1.10213663639689,19,1.0,3.8513759503158798,3.4224196685062804e-10,0.0006812405331248118,0.0002837192432251287,2.4920319890345713e-10,0.00027576943151552105,0.0001233411722775296,20,9339,1.0484247527727442,True,0.03882759971812072,17984,0.00013845326414317025,3.1961977284180152e-06,0.6333976720930691,1850,1600.0,1.9384804370850173,2.2432817168063965,0.24487651842845007,2.2836624936995374e-08,0.47468834047503916,9339,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_74167,699,1e-06,92.4263393162982,1504.4150672906883,4206.785966965487,4598.260103948713,5000.0,298.15,17984,0.6017880726892569,1.0,1.154518483522089,0.9318918918918919
81929,True,True,True,True,True,True,True,False,,1e-10,1.838200223585314,5.6687219406663205,5.093e-05,1.5e-05,1.9421265188002403e-07,0.00012307163476078068,0.0015780456013079133,1.577441838051036e-06,0.49265258374241727,9.609147246020816e-16,0.0015796230431459628,5000.0,0.0015796230431459643,0.24858176520855216,0.0,0.0,6.05,2.309036967044178,0.00855,0.06204352872030706,,6.5052130349130266e-18,2.2816921961439577e-06,6.597783891385197e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_81929/run_metadata.json,0.0,0.0,adsorption,0.4469594167405619,0.10062131989331179,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_81929,1.1343611557800712,19,1.0,3.852824949268397,3.419775267779414e-10,0.0006807959018760725,0.000284580016738525,2.4619625090322103e-10,0.00027748051305037603,0.00012330127467202008,10,9363,1.020073428317974,True,0.038498373620590644,18037,0.0001391915768989086,3.2019355832218657e-06,0.635374046101552,1850,1600.0,1.9198916277188873,2.2568088732918246,0.2485817652085523,2.3359616235995663e-08,0.47725004982748176,9363,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_81929,728,1e-06,87.43303083456235,1491.0752252305024,4202.182904790555,4595.892308029864,5000.0,298.15,18037,0.6017880726892569,1.0,1.154518483522089,0.927027027027027
90709,True,True,True,True,True,True,True,False,,1e-10,1.7942081692623448,5.460310909224507,5.093e-05,1.5e-05,2.2256559955636132e-07,0.0001231131912992559,0.001807812771381766,1.8868923582710464e-06,0.5833763361792894,1.569658075772307e-14,0.0018096996637400654,5000.0,0.001809699663740037,0.2847758578739309,0.0,0.0,6.05,2.309036967044178,0.00855,0.06218327540614852,,5.095750210681871e-17,2.1078713679072834e-06,3.2715299152201055e-14,co2_adsorption_campaign_finite_inlet_5000s/seed_90709/run_metadata.json,0.0,0.0,adsorption,0.44938657236188645,0.09965667806043847,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_90709,1.0666464675316922,20,1.0,3.8562049978822532,3.4248561778843523e-10,0.0006790571912143727,0.0002860770807698483,2.472918905848172e-10,0.000279679073986651,0.00012322656812577238,12,9444,1.077524353207562,True,0.037165926245803914,18209,0.00013944427514423567,3.2344341743939825e-06,0.6252051668731551,1850,1600.0,1.82082706540938,2.2782217303554297,0.2847758578739311,3.158612269820352e-08,0.5185275895920287,9444,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_90709,733,1e-06,111.43880274983195,1576.896374403323,4205.733386661596,4596.518780200453,5000.0,298.15,18209,0.6400286701838844,1.0,1.154518483522089,0.8983783783783784
98251,True,True,True,True,True,True,True,False,,1e-10,1.7716819179320498,5.429150407428364,5.093e-05,1.5e-05,2.2670119567274007e-07,0.00011410243078132152,0.0019868217891625397,2.0527098779319933e-06,0.6505735402580828,4.3610682242990215e-16,0.0019888744990404707,5000.0,0.0019888744990404716,0.31297426835795794,0.0,0.0,6.05,2.309036967044178,0.00855,0.05767285578461786,,2.8189256484623115e-18,2.5639657159000845e-06,1.7044265586493853e-15,co2_adsorption_campaign_finite_inlet_5000s/seed_98251/run_metadata.json,0.0,0.0,adsorption,0.44339975747362975,0.10131319769697772,/home/khalifa/Projects/CO2bed/co2_pore_networks_power22/seed_98251,1.1035250242048156,20,1.0,3.8520653218059557,3.3677352083598174e-10,0.0006794614813672089,0.0002827945534749724,2.46212050425731e-10,0.0002757874027420785,0.00012331206076572078,23,9369,0.9827229191648452,True,0.038992484335001534,18045,0.000139836654400387,3.155231116712313e-06,0.643709200688823,1850,1600.0,1.797624760662057,2.270283231111759,0.31297426835795783,2.620539319564226e-08,0.5626102942503564,9369,5.332,co2_adsorption_campaign_finite_inlet_5000s/seed_98251,760,1e-06,97.78674603311516,1418.4416945544883,4146.388242012909,4565.472972519269,5000.0,298.15,18045,0.6400286701838844,1.0,1.154518483522089,0.8783783783783784
